"id","toa","threshold","infectiousness","susceptibility","school","cohort","sch_type"
"106.106_106347",NA,NA,NA,NA,NA,NA,NA
"106.106_106350",NA,NA,NA,NA,NA,NA,NA
"106.106_106351",NA,NA,NA,NA,NA,NA,NA
"106.106_106354",5,0,0,0,NA,NA,NA
"106.106_106355",NA,NA,NA,NA,NA,NA,NA
"106.106_106357",NA,NA,NA,NA,NA,NA,NA
"106.106_106364",3,0,0,0,NA,NA,NA
"106.106_106365",NA,NA,NA,NA,NA,NA,NA
"106.106_106366",NA,NA,NA,NA,NA,NA,NA
"106.106_106371",NA,NA,NA,NA,NA,NA,NA
"106.106_106372",NA,NA,NA,NA,NA,NA,NA
"106.106_106375",NA,NA,NA,NA,NA,NA,NA
"106.106_106378",4,0,0,0,NA,NA,NA
"106.106_106379",NA,NA,NA,NA,NA,NA,NA
"106.106_106380",3,0,0,0,NA,NA,NA
"106.106_106381",6,0.5,0,0,NA,NA,NA
"106.106_106382",NA,NA,NA,NA,NA,NA,NA
"106.106_106385",3,1,0,0,NA,NA,NA
"106.106_106386",NA,NA,NA,NA,NA,NA,NA
"106.106_106389",6,0,0,0,NA,NA,NA
"106.106_106390",6,0,0,0,NA,NA,NA
"106.106_106391",NA,NA,NA,NA,NA,NA,NA
"106.106_106392",NA,NA,NA,NA,NA,NA,NA
"106.106_106394",6,0,0,0,NA,NA,NA
"106.106_106396",NA,NA,NA,NA,NA,NA,NA
"106.106_106397",NA,NA,NA,NA,NA,NA,NA
"106.106_106404",NA,NA,NA,NA,NA,NA,NA
"106.106_106405",NA,NA,NA,NA,NA,NA,NA
"106.106_106409",NA,NA,NA,NA,NA,NA,NA
"106.106_106410",NA,NA,NA,NA,NA,NA,NA
"106.106_106420",5,0,0,0,NA,NA,NA
"106.106_106424",NA,NA,NA,NA,NA,NA,NA
"106.106_106426",NA,NA,NA,NA,NA,NA,NA
"106.106_106430",NA,NA,NA,NA,NA,NA,NA
"106.106_106442",NA,NA,NA,NA,NA,NA,NA
"106.106_106445",5,0.5,0,0,NA,NA,NA
"106.106_106448",4,0,0,0,NA,NA,NA
"106.106_106454",NA,NA,NA,NA,NA,NA,NA
"106.106_106457",NA,NA,NA,NA,NA,NA,NA
"106.106_106459",NA,NA,NA,NA,NA,NA,NA
"106.106_106460",NA,NA,NA,NA,NA,NA,NA
"106.106_106461",NA,NA,NA,NA,NA,NA,NA
"106.106_106470",3,0,0,0,NA,NA,NA
"106.106_106475",6,0,0,0,NA,NA,NA
"106.106_106490",NA,NA,NA,NA,NA,NA,NA
"106.106_106492",NA,NA,NA,NA,NA,NA,NA
"106.106_106496",3,0,0,0,NA,NA,NA
"106.106_106505",NA,NA,NA,NA,NA,NA,NA
"106.106_106509",NA,NA,NA,NA,NA,NA,NA
"106.106_106510",NA,NA,NA,NA,NA,NA,NA
"106.106_106513",NA,NA,NA,NA,NA,NA,NA
"106.106_106516",NA,NA,NA,NA,NA,NA,NA
"106.106_106518",NA,NA,NA,NA,NA,NA,NA
"106.106_106521",3,0,0.009009009009009,0,NA,NA,NA
"106.106_106522",NA,NA,NA,NA,NA,NA,NA
"106.106_106526",NA,NA,NA,NA,NA,NA,NA
"106.106_106530",NA,NA,NA,NA,NA,NA,NA
"106.106_106542",NA,NA,NA,NA,NA,NA,NA
"106.106_106572",NA,NA,NA,NA,NA,NA,NA
"106.106_107053",7,0.333333333333333,0,0,NA,NA,NA
"106.106_107094",7,0,0,0,NA,NA,NA
"106.106_107102",NA,NA,NA,NA,NA,NA,NA
"106.106_107165",7,0,0,0,NA,NA,NA
"106.106_107176",NA,NA,NA,NA,NA,NA,NA
"106.106_107217",7,0,0.025,0,NA,NA,NA
"106.106_107261",NA,NA,NA,NA,NA,NA,NA
"106.106_107332",NA,NA,NA,NA,NA,NA,NA
"106.106_107353",NA,NA,NA,NA,NA,NA,NA
"106.106_107374",NA,NA,NA,NA,NA,NA,NA
"106.106_107450",8,1,0,0.0153846153846154,NA,NA,NA
"106.106_108354",NA,NA,NA,NA,NA,NA,NA
"106.106_108500",NA,NA,NA,NA,NA,NA,NA
"107.107_106137",NA,NA,NA,NA,NA,NA,NA
"107.107_106327",NA,NA,NA,NA,NA,NA,NA
"107.107_107002",NA,NA,NA,NA,NA,NA,NA
"107.107_107007",NA,NA,NA,NA,NA,NA,NA
"107.107_107013",NA,NA,NA,NA,NA,NA,NA
"107.107_107014",NA,NA,NA,NA,NA,NA,NA
"107.107_107018",NA,NA,NA,NA,NA,NA,NA
"107.107_107021",5,0,0,0,NA,NA,NA
"107.107_107022",6,0.666666666666667,0,0.00253485424588086,NA,NA,NA
"107.107_107023",NA,NA,NA,NA,NA,NA,NA
"107.107_107027",NA,NA,NA,NA,NA,NA,NA
"107.107_107030",5,0,0,0,NA,NA,NA
"107.107_107031",6,0.5,0,0,NA,NA,NA
"107.107_107034",6,0.25,0,0.000950570342205323,NA,NA,NA
"107.107_107040",5,0.333333333333333,0.00806451612903225,0.003003003003003,NA,NA,NA
"107.107_107042",NA,NA,NA,NA,NA,NA,NA
"107.107_107043",NA,NA,NA,NA,NA,NA,NA
"107.107_107045",3,0,0,0,NA,NA,NA
"107.107_107046",3,0,0,0,NA,NA,NA
"107.107_107047",NA,NA,NA,NA,NA,NA,NA
"107.107_107057",NA,NA,NA,NA,NA,NA,NA
"107.107_107059",3,0,0,0,NA,NA,NA
"107.107_107060",NA,NA,NA,NA,NA,NA,NA
"107.107_107062",5,0,0.00806451612903225,0,NA,NA,NA
"107.107_107065",NA,NA,NA,NA,NA,NA,NA
"107.107_107067",3,0.25,0,0,NA,NA,NA
"107.107_107068",NA,NA,NA,NA,NA,NA,NA
"107.107_107073",NA,NA,NA,NA,NA,NA,NA
"107.107_107079",NA,NA,NA,NA,NA,NA,NA
"107.107_107080",NA,NA,NA,NA,NA,NA,NA
"107.107_107081",NA,NA,NA,NA,NA,NA,NA
"107.107_107086",NA,NA,NA,NA,NA,NA,NA
"107.107_107087",NA,NA,NA,NA,NA,NA,NA
"107.107_107088",5,0.25,0,0,NA,NA,NA
"107.107_107090",NA,NA,NA,NA,NA,NA,NA
"107.107_107095",5,0,0,0,NA,NA,NA
"107.107_107096",NA,NA,NA,NA,NA,NA,NA
"107.107_107097",4,0,0,0,NA,NA,NA
"107.107_107100",5,1,0.00806451612903225,0,NA,NA,NA
"107.107_107101",7,0.666666666666667,0,0.0053763440860215,NA,NA,NA
"107.107_107102",NA,NA,NA,NA,NA,NA,NA
"107.107_107104",3,0.5,0,0,NA,NA,NA
"107.107_107105",NA,NA,NA,NA,NA,NA,NA
"107.107_107109",NA,NA,NA,NA,NA,NA,NA
"107.107_107114",NA,NA,NA,NA,NA,NA,NA
"107.107_107115",NA,NA,NA,NA,NA,NA,NA
"107.107_107116",NA,NA,NA,NA,NA,NA,NA
"107.107_107119",NA,NA,NA,NA,NA,NA,NA
"107.107_107120",NA,NA,NA,NA,NA,NA,NA
"107.107_107121",5,1,0,0.009009009009009,NA,NA,NA
"107.107_107122",NA,NA,NA,NA,NA,NA,NA
"107.107_107123",NA,NA,NA,NA,NA,NA,NA
"107.107_107125",NA,NA,NA,NA,NA,NA,NA
"107.107_107126",NA,NA,NA,NA,NA,NA,NA
"107.107_107128",NA,NA,NA,NA,NA,NA,NA
"107.107_107130",NA,NA,NA,NA,NA,NA,NA
"107.107_107134",NA,NA,NA,NA,NA,NA,NA
"107.107_107135",3,0,0,0,NA,NA,NA
"107.107_107138",NA,NA,NA,NA,NA,NA,NA
"107.107_107140",NA,NA,NA,NA,NA,NA,NA
"107.107_107142",NA,NA,NA,NA,NA,NA,NA
"107.107_107143",NA,NA,NA,NA,NA,NA,NA
"107.107_107144",5,0,0,0,NA,NA,NA
"107.107_107145",NA,NA,NA,NA,NA,NA,NA
"107.107_107146",NA,NA,NA,NA,NA,NA,NA
"107.107_107148",NA,NA,NA,NA,NA,NA,NA
"107.107_107153",5,0.333333333333333,0,0,NA,NA,NA
"107.107_107154",8,1,0,0,NA,NA,NA
"107.107_107155",NA,NA,NA,NA,NA,NA,NA
"107.107_107156",NA,NA,NA,NA,NA,NA,NA
"107.107_107163",NA,NA,NA,NA,NA,NA,NA
"107.107_107164",NA,NA,NA,NA,NA,NA,NA
"107.107_107168",NA,NA,NA,NA,NA,NA,NA
"107.107_107171",NA,NA,NA,NA,NA,NA,NA
"107.107_107172",NA,NA,NA,NA,NA,NA,NA
"107.107_107174",NA,NA,NA,NA,NA,NA,NA
"107.107_107177",6,0,0,0,NA,NA,NA
"107.107_107179",NA,NA,NA,NA,NA,NA,NA
"107.107_107181",NA,NA,NA,NA,NA,NA,NA
"107.107_107182",NA,NA,NA,NA,NA,NA,NA
"107.107_107183",NA,NA,NA,NA,NA,NA,NA
"107.107_107186",NA,NA,NA,NA,NA,NA,NA
"107.107_107187",6,0,0,0,NA,NA,NA
"107.107_107188",3,0,0,0,NA,NA,NA
"107.107_107189",NA,NA,NA,NA,NA,NA,NA
"107.107_107190",3,0,0,0,NA,NA,NA
"107.107_107192",NA,NA,NA,NA,NA,NA,NA
"107.107_107193",5,0.5,0,0,NA,NA,NA
"107.107_107195",NA,NA,NA,NA,NA,NA,NA
"107.107_107196",5,1,0.00806451612903225,0,NA,NA,NA
"107.107_107198",7,0,0,0,NA,NA,NA
"107.107_107204",NA,NA,NA,NA,NA,NA,NA
"107.107_107205",NA,NA,NA,NA,NA,NA,NA
"107.107_107208",NA,NA,NA,NA,NA,NA,NA
"107.107_107209",NA,NA,NA,NA,NA,NA,NA
"107.107_107210",NA,NA,NA,NA,NA,NA,NA
"107.107_107211",6,0.5,0,0,NA,NA,NA
"107.107_107212",NA,NA,NA,NA,NA,NA,NA
"107.107_107213",NA,NA,NA,NA,NA,NA,NA
"107.107_107216",NA,NA,NA,NA,NA,NA,NA
"107.107_107219",5,0.25,0,0,NA,NA,NA
"107.107_107220",NA,NA,NA,NA,NA,NA,NA
"107.107_107221",NA,NA,NA,NA,NA,NA,NA
"107.107_107222",NA,NA,NA,NA,NA,NA,NA
"107.107_107223",NA,NA,NA,NA,NA,NA,NA
"107.107_107224",NA,NA,NA,NA,NA,NA,NA
"107.107_107225",5,0,0,0,NA,NA,NA
"107.107_107226",3,0,0,0,NA,NA,NA
"107.107_107228",NA,NA,NA,NA,NA,NA,NA
"107.107_107229",NA,NA,NA,NA,NA,NA,NA
"107.107_107234",NA,NA,NA,NA,NA,NA,NA
"107.107_107235",8,1,0,0,NA,NA,NA
"107.107_107236",NA,NA,NA,NA,NA,NA,NA
"107.107_107239",3,0,0,0,NA,NA,NA
"107.107_107240",NA,NA,NA,NA,NA,NA,NA
"107.107_107243",NA,NA,NA,NA,NA,NA,NA
"107.107_107244",NA,NA,NA,NA,NA,NA,NA
"107.107_107247",NA,NA,NA,NA,NA,NA,NA
"107.107_107251",3,0,0,0,NA,NA,NA
"107.107_107252",5,0,0,0,NA,NA,NA
"107.107_107253",NA,NA,NA,NA,NA,NA,NA
"107.107_107254",NA,NA,NA,NA,NA,NA,NA
"107.107_107258",3,0,0,0,NA,NA,NA
"107.107_107263",3,0,0,0,NA,NA,NA
"107.107_107265",7,0,0,0,NA,NA,NA
"107.107_107266",NA,NA,NA,NA,NA,NA,NA
"107.107_107267",NA,NA,NA,NA,NA,NA,NA
"107.107_107268",NA,NA,NA,NA,NA,NA,NA
"107.107_107269",3,0,0,0,NA,NA,NA
"107.107_107270",NA,NA,NA,NA,NA,NA,NA
"107.107_107271",8,0,0,0,NA,NA,NA
"107.107_107273",3,0,0,0,NA,NA,NA
"107.107_107274",NA,NA,NA,NA,NA,NA,NA
"107.107_107275",NA,NA,NA,NA,NA,NA,NA
"107.107_107277",NA,NA,NA,NA,NA,NA,NA
"107.107_107281",6,0.333333333333333,0,0.00126742712294043,NA,NA,NA
"107.107_107285",NA,NA,NA,NA,NA,NA,NA
"107.107_107286",NA,NA,NA,NA,NA,NA,NA
"107.107_107289",4,0,0.00380228136882129,0,NA,NA,NA
"107.107_107291",8,0,0,0,NA,NA,NA
"107.107_107292",6,0.5,0.00769230769230769,0,NA,NA,NA
"107.107_107294",6,0.333333333333333,0,0.00126742712294043,NA,NA,NA
"107.107_107297",NA,NA,NA,NA,NA,NA,NA
"107.107_107299",NA,NA,NA,NA,NA,NA,NA
"107.107_107302",NA,NA,NA,NA,NA,NA,NA
"107.107_107306",NA,NA,NA,NA,NA,NA,NA
"107.107_107307",NA,NA,NA,NA,NA,NA,NA
"107.107_107308",NA,NA,NA,NA,NA,NA,NA
"107.107_107309",NA,NA,NA,NA,NA,NA,NA
"107.107_107310",6,0,0,0,NA,NA,NA
"107.107_107312",NA,NA,NA,NA,NA,NA,NA
"107.107_107313",NA,NA,NA,NA,NA,NA,NA
"107.107_107316",NA,NA,NA,NA,NA,NA,NA
"107.107_107319",NA,NA,NA,NA,NA,NA,NA
"107.107_107322",5,0,0,0,NA,NA,NA
"107.107_107324",NA,NA,NA,NA,NA,NA,NA
"107.107_107327",NA,NA,NA,NA,NA,NA,NA
"107.107_107330",5,0,0,0,NA,NA,NA
"107.107_107334",NA,NA,NA,NA,NA,NA,NA
"107.107_107336",5,0,0,0,NA,NA,NA
"107.107_107337",NA,NA,NA,NA,NA,NA,NA
"107.107_107338",5,0,0,0,NA,NA,NA
"107.107_107339",NA,NA,NA,NA,NA,NA,NA
"107.107_107344",NA,NA,NA,NA,NA,NA,NA
"107.107_107345",NA,NA,NA,NA,NA,NA,NA
"107.107_107347",NA,NA,NA,NA,NA,NA,NA
"107.107_107349",NA,NA,NA,NA,NA,NA,NA
"107.107_107351",NA,NA,NA,NA,NA,NA,NA
"107.107_107354",NA,NA,NA,NA,NA,NA,NA
"107.107_107358",5,0,0,0,NA,NA,NA
"107.107_107359",NA,NA,NA,NA,NA,NA,NA
"107.107_107361",NA,NA,NA,NA,NA,NA,NA
"107.107_107363",NA,NA,NA,NA,NA,NA,NA
"107.107_107364",NA,NA,NA,NA,NA,NA,NA
"107.107_107367",5,0.2,0.00806451612903225,0,NA,NA,NA
"107.107_107369",NA,NA,NA,NA,NA,NA,NA
"107.107_107375",7,0,0,0,NA,NA,NA
"107.107_107376",NA,NA,NA,NA,NA,NA,NA
"107.107_107378",NA,NA,NA,NA,NA,NA,NA
"107.107_107379",NA,NA,NA,NA,NA,NA,NA
"107.107_107380",NA,NA,NA,NA,NA,NA,NA
"107.107_107381",5,0,0,0,NA,NA,NA
"107.107_107382",5,1,0,0,NA,NA,NA
"107.107_107383",NA,NA,NA,NA,NA,NA,NA
"107.107_107386",5,0,0,0,NA,NA,NA
"107.107_107389",4,0,0.00380228136882129,0,NA,NA,NA
"107.107_107391",6,0,0,0,NA,NA,NA
"107.107_107393",6,0,0,0,NA,NA,NA
"107.107_107394",NA,NA,NA,NA,NA,NA,NA
"107.107_107397",3,0,0,0,NA,NA,NA
"107.107_107401",NA,NA,NA,NA,NA,NA,NA
"107.107_107403",NA,NA,NA,NA,NA,NA,NA
"107.107_107404",NA,NA,NA,NA,NA,NA,NA
"107.107_107405",NA,NA,NA,NA,NA,NA,NA
"107.107_107406",4,0,0,0,NA,NA,NA
"107.107_107407",NA,NA,NA,NA,NA,NA,NA
"107.107_107409",NA,NA,NA,NA,NA,NA,NA
"107.107_107410",NA,NA,NA,NA,NA,NA,NA
"107.107_107411",5,0,0.00403225806451613,0,NA,NA,NA
"107.107_107412",NA,NA,NA,NA,NA,NA,NA
"107.107_107413",NA,NA,NA,NA,NA,NA,NA
"107.107_107415",NA,NA,NA,NA,NA,NA,NA
"107.107_107417",NA,NA,NA,NA,NA,NA,NA
"107.107_107418",NA,NA,NA,NA,NA,NA,NA
"107.107_107421",NA,NA,NA,NA,NA,NA,NA
"107.107_107426",NA,NA,NA,NA,NA,NA,NA
"107.107_107427",NA,NA,NA,NA,NA,NA,NA
"107.107_107434",NA,NA,NA,NA,NA,NA,NA
"107.107_107439",NA,NA,NA,NA,NA,NA,NA
"107.107_107440",7,0,0,0,NA,NA,NA
"107.107_107441",NA,NA,NA,NA,NA,NA,NA
"107.107_107445",NA,NA,NA,NA,NA,NA,NA
"107.107_107448",NA,NA,NA,NA,NA,NA,NA
"107.107_107449",NA,NA,NA,NA,NA,NA,NA
"107.107_107452",NA,NA,NA,NA,NA,NA,NA
"107.107_107454",NA,NA,NA,NA,NA,NA,NA
"107.107_107456",NA,NA,NA,NA,NA,NA,NA
"107.107_107457",NA,NA,NA,NA,NA,NA,NA
"107.107_107458",3,0,0,0,NA,NA,NA
"107.107_107459",NA,NA,NA,NA,NA,NA,NA
"107.107_107461",NA,NA,NA,NA,NA,NA,NA
"107.107_107462",NA,NA,NA,NA,NA,NA,NA
"107.107_107463",6,0.5,0,0.000950570342205323,NA,NA,NA
"107.107_107464",NA,NA,NA,NA,NA,NA,NA
"107.107_107465",NA,NA,NA,NA,NA,NA,NA
"107.107_107466",NA,NA,NA,NA,NA,NA,NA
"107.107_107467",6,0,0.0153846153846154,0,NA,NA,NA
"107.107_107469",3,0,0,0,NA,NA,NA
"107.107_107470",NA,NA,NA,NA,NA,NA,NA
"107.107_107471",NA,NA,NA,NA,NA,NA,NA
"107.107_107472",NA,NA,NA,NA,NA,NA,NA
"107.107_107473",6,1,0,0.00380228136882129,NA,NA,NA
"107.107_107474",6,0,0,0,NA,NA,NA
"107.107_107475",NA,NA,NA,NA,NA,NA,NA
"107.107_107476",NA,NA,NA,NA,NA,NA,NA
"107.107_107477",NA,NA,NA,NA,NA,NA,NA
"107.107_107478",NA,NA,NA,NA,NA,NA,NA
"107.107_107479",NA,NA,NA,NA,NA,NA,NA
"107.107_107480",6,0,0,0,NA,NA,NA
"107.107_107483",NA,NA,NA,NA,NA,NA,NA
"107.107_107484",7,0,0,0,NA,NA,NA
"107.107_107485",5,1,0.00806451612903225,0,NA,NA,NA
"107.107_107486",NA,NA,NA,NA,NA,NA,NA
"107.107_107488",NA,NA,NA,NA,NA,NA,NA
"107.107_107490",NA,NA,NA,NA,NA,NA,NA
"107.107_107491",NA,NA,NA,NA,NA,NA,NA
"107.107_107499",4,0,0,0,NA,NA,NA
"107.107_107501",NA,NA,NA,NA,NA,NA,NA
"107.107_107509",NA,NA,NA,NA,NA,NA,NA
"107.107_107510",NA,NA,NA,NA,NA,NA,NA
"107.107_107520",NA,NA,NA,NA,NA,NA,NA
"107.107_107525",NA,NA,NA,NA,NA,NA,NA
"107.107_107536",NA,NA,NA,NA,NA,NA,NA
"107.107_107541",5,0.333333333333333,0.00806451612903225,0,NA,NA,NA
"107.107_107546",NA,NA,NA,NA,NA,NA,NA
"107.107_107554",3,0,0,0,NA,NA,NA
"107.107_107561",NA,NA,NA,NA,NA,NA,NA
"107.107_107563",NA,NA,NA,NA,NA,NA,NA
"107.107_107569",NA,NA,NA,NA,NA,NA,NA
"107.107_107574",NA,NA,NA,NA,NA,NA,NA
"107.107_107576",NA,NA,NA,NA,NA,NA,NA
"107.107_107583",5,0.333333333333333,0.00806451612903225,0,NA,NA,NA
"112.112_112002",NA,NA,NA,NA,NA,NA,NA
"112.112_112005",3,0,0.0045045045045045,0,NA,NA,NA
"112.112_112006",4,0,0,0,NA,NA,NA
"112.112_112007",NA,NA,NA,NA,NA,NA,NA
"112.112_112008",5,1,0,0,NA,NA,NA
"112.112_112009",NA,NA,NA,NA,NA,NA,NA
"112.112_112018",NA,NA,NA,NA,NA,NA,NA
"112.112_112019",6,0.5,0,0.00126742712294043,NA,NA,NA
"112.112_112021",6,0,0,0,NA,NA,NA
"112.112_112022",NA,NA,NA,NA,NA,NA,NA
"112.112_112026",NA,NA,NA,NA,NA,NA,NA
"112.112_112030",NA,NA,NA,NA,NA,NA,NA
"112.112_112031",7,0,0,0,NA,NA,NA
"112.112_112033",3,0,0,0,NA,NA,NA
"112.112_112035",NA,NA,NA,NA,NA,NA,NA
"112.112_112036",6,0.2,0.0153846153846154,0.00126742712294043,NA,NA,NA
"112.112_112037",NA,NA,NA,NA,NA,NA,NA
"112.112_112040",3,0,0,0,NA,NA,NA
"112.112_112042",5,0.6,0,0,NA,NA,NA
"112.112_112044",NA,NA,NA,NA,NA,NA,NA
"112.112_112046",NA,NA,NA,NA,NA,NA,NA
"112.112_112049",5,0.5,0,0,NA,NA,NA
"112.112_112051",NA,NA,NA,NA,NA,NA,NA
"112.112_112053",3,0.333333333333333,0,0,NA,NA,NA
"112.112_112054",NA,NA,NA,NA,NA,NA,NA
"112.112_112056",NA,NA,NA,NA,NA,NA,NA
"112.112_112060",NA,NA,NA,NA,NA,NA,NA
"112.112_112062",NA,NA,NA,NA,NA,NA,NA
"112.112_112064",NA,NA,NA,NA,NA,NA,NA
"112.112_112067",NA,NA,NA,NA,NA,NA,NA
"112.112_112070",NA,NA,NA,NA,NA,NA,NA
"112.112_112071",NA,NA,NA,NA,NA,NA,NA
"112.112_112073",NA,NA,NA,NA,NA,NA,NA
"112.112_112074",4,0,0,0,NA,NA,NA
"112.112_112075",NA,NA,NA,NA,NA,NA,NA
"112.112_112080",6,0.5,0.0153846153846154,0.00190114068441065,NA,NA,NA
"112.112_112081",NA,NA,NA,NA,NA,NA,NA
"112.112_112082",NA,NA,NA,NA,NA,NA,NA
"112.112_112085",7,0.5,0,0.00268817204301075,NA,NA,NA
"112.112_112086",NA,NA,NA,NA,NA,NA,NA
"112.112_112089",NA,NA,NA,NA,NA,NA,NA
"112.112_112091",NA,NA,NA,NA,NA,NA,NA
"112.112_112093",NA,NA,NA,NA,NA,NA,NA
"112.112_112094",NA,NA,NA,NA,NA,NA,NA
"112.112_112095",NA,NA,NA,NA,NA,NA,NA
"112.112_112097",NA,NA,NA,NA,NA,NA,NA
"112.112_112098",NA,NA,NA,NA,NA,NA,NA
"112.112_112099",5,1,0,0,NA,NA,NA
"112.112_112100",NA,NA,NA,NA,NA,NA,NA
"112.112_112104",5,0,0,0,NA,NA,NA
"112.112_112105",NA,NA,NA,NA,NA,NA,NA
"112.112_112106",8,0.25,0,0,NA,NA,NA
"112.112_112112",NA,NA,NA,NA,NA,NA,NA
"112.112_112113",NA,NA,NA,NA,NA,NA,NA
"112.112_112115",NA,NA,NA,NA,NA,NA,NA
"112.112_112117",NA,NA,NA,NA,NA,NA,NA
"112.112_112118",NA,NA,NA,NA,NA,NA,NA
"112.112_112120",5,0.6,0,0,NA,NA,NA
"112.112_112122",8,0,0,0,NA,NA,NA
"112.112_112123",NA,NA,NA,NA,NA,NA,NA
"112.112_112125",NA,NA,NA,NA,NA,NA,NA
"112.112_112131",5,0,0,0,NA,NA,NA
"112.112_112134",NA,NA,NA,NA,NA,NA,NA
"112.112_112135",3,0,0,0,NA,NA,NA
"112.112_112136",NA,NA,NA,NA,NA,NA,NA
"112.112_112137",NA,NA,NA,NA,NA,NA,NA
"112.112_112138",NA,NA,NA,NA,NA,NA,NA
"112.112_112139",NA,NA,NA,NA,NA,NA,NA
"112.112_112140",NA,NA,NA,NA,NA,NA,NA
"112.112_112143",NA,NA,NA,NA,NA,NA,NA
"112.112_112147",NA,NA,NA,NA,NA,NA,NA
"112.112_112150",NA,NA,NA,NA,NA,NA,NA
"112.112_112152",NA,NA,NA,NA,NA,NA,NA
"112.112_112153",NA,NA,NA,NA,NA,NA,NA
"112.112_112154",3,0.25,0,0,NA,NA,NA
"112.112_112155",NA,NA,NA,NA,NA,NA,NA
"112.112_112158",7,0.2,0,0,NA,NA,NA
"112.112_112159",NA,NA,NA,NA,NA,NA,NA
"112.112_112161",NA,NA,NA,NA,NA,NA,NA
"112.112_112163",NA,NA,NA,NA,NA,NA,NA
"112.112_112164",3,0,0,0,NA,NA,NA
"112.112_112165",NA,NA,NA,NA,NA,NA,NA
"112.112_112168",3,0.25,0,0,NA,NA,NA
"112.112_112172",NA,NA,NA,NA,NA,NA,NA
"112.112_112173",6,0,0,0,NA,NA,NA
"112.112_112178",NA,NA,NA,NA,NA,NA,NA
"112.112_112179",NA,NA,NA,NA,NA,NA,NA
"112.112_112180",NA,NA,NA,NA,NA,NA,NA
"112.112_112182",NA,NA,NA,NA,NA,NA,NA
"112.112_112186",NA,NA,NA,NA,NA,NA,NA
"112.112_112187",5,0.333333333333333,0,0,NA,NA,NA
"112.112_112189",NA,NA,NA,NA,NA,NA,NA
"112.112_112192",NA,NA,NA,NA,NA,NA,NA
"112.112_112194",NA,NA,NA,NA,NA,NA,NA
"112.112_112195",NA,NA,NA,NA,NA,NA,NA
"112.112_112196",NA,NA,NA,NA,NA,NA,NA
"112.112_112197",NA,NA,NA,NA,NA,NA,NA
"112.112_112198",NA,NA,NA,NA,NA,NA,NA
"112.112_112199",NA,NA,NA,NA,NA,NA,NA
"112.112_112203",NA,NA,NA,NA,NA,NA,NA
"112.112_112204",NA,NA,NA,NA,NA,NA,NA
"112.112_112205",NA,NA,NA,NA,NA,NA,NA
"112.112_112206",NA,NA,NA,NA,NA,NA,NA
"112.112_112209",NA,NA,NA,NA,NA,NA,NA
"112.112_112210",NA,NA,NA,NA,NA,NA,NA
"112.112_112211",NA,NA,NA,NA,NA,NA,NA
"112.112_112213",3,0,0,0,NA,NA,NA
"112.112_112215",NA,NA,NA,NA,NA,NA,NA
"112.112_112216",NA,NA,NA,NA,NA,NA,NA
"112.112_112217",NA,NA,NA,NA,NA,NA,NA
"112.112_112219",NA,NA,NA,NA,NA,NA,NA
"112.112_112221",6,0,0,0,NA,NA,NA
"112.112_112223",NA,NA,NA,NA,NA,NA,NA
"112.112_112224",NA,NA,NA,NA,NA,NA,NA
"112.112_112225",5,0.333333333333333,0,0,NA,NA,NA
"112.112_112227",7,0,0.025,0,NA,NA,NA
"112.112_112228",NA,NA,NA,NA,NA,NA,NA
"112.112_112229",NA,NA,NA,NA,NA,NA,NA
"112.112_112230",NA,NA,NA,NA,NA,NA,NA
"112.112_112231",NA,NA,NA,NA,NA,NA,NA
"112.112_112233",NA,NA,NA,NA,NA,NA,NA
"112.112_112234",7,0,0,0,NA,NA,NA
"112.112_112236",3,0.2,0,0,NA,NA,NA
"112.112_112237",NA,NA,NA,NA,NA,NA,NA
"112.112_112239",NA,NA,NA,NA,NA,NA,NA
"112.112_112240",NA,NA,NA,NA,NA,NA,NA
"112.112_112241",NA,NA,NA,NA,NA,NA,NA
"112.112_112243",NA,NA,NA,NA,NA,NA,NA
"112.112_112244",NA,NA,NA,NA,NA,NA,NA
"112.112_112245",NA,NA,NA,NA,NA,NA,NA
"112.112_112247",NA,NA,NA,NA,NA,NA,NA
"112.112_112248",NA,NA,NA,NA,NA,NA,NA
"112.112_112250",NA,NA,NA,NA,NA,NA,NA
"112.112_112251",NA,NA,NA,NA,NA,NA,NA
"112.112_112252",NA,NA,NA,NA,NA,NA,NA
"112.112_112254",NA,NA,NA,NA,NA,NA,NA
"112.112_112255",NA,NA,NA,NA,NA,NA,NA
"112.112_112256",NA,NA,NA,NA,NA,NA,NA
"112.112_112258",4,0,0,0,NA,NA,NA
"112.112_112259",NA,NA,NA,NA,NA,NA,NA
"112.112_112260",NA,NA,NA,NA,NA,NA,NA
"112.112_112261",6,0,0,0,NA,NA,NA
"112.112_112262",NA,NA,NA,NA,NA,NA,NA
"112.112_112264",NA,NA,NA,NA,NA,NA,NA
"112.112_112266",NA,NA,NA,NA,NA,NA,NA
"112.112_112270",NA,NA,NA,NA,NA,NA,NA
"112.112_112271",NA,NA,NA,NA,NA,NA,NA
"112.112_112273",NA,NA,NA,NA,NA,NA,NA
"112.112_112276",3,0,0,0,NA,NA,NA
"112.112_112277",NA,NA,NA,NA,NA,NA,NA
"112.112_112278",NA,NA,NA,NA,NA,NA,NA
"112.112_112280",NA,NA,NA,NA,NA,NA,NA
"112.112_112284",NA,NA,NA,NA,NA,NA,NA
"112.112_112286",3,0,0,0,NA,NA,NA
